title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"Land In Chabahil For Sale : Land For Sale In Chabahil, Kathmandu","Ganeshthan Temple, Chabahil, Kathmandu",Kathmandu,4500000,0,0,3.0,0,East,2074.0,649,0-6-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,[],1,15.0,2053.5,,Medium
"2.5 Storey : House For Sale In Sitapaila, Kathmandu","near Aadeshwor Planning, Sitapaila, Kathmandu",Kathmandu,21000000,6,5,2.5,1,East,2074.0,8K,0-4-0-0 Aana,14 Feet / Concrete,14 Feet , Concrete,2200 Aana,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",1,14.0,1369.0,752950.0,High
"House For Sale In Imadol, Lalitpur","Opposite of green hill city, Imadol, Lalitpur",Lalitpur,21500000,5,3,2.5,1,South,2076.0,1.2K,0-3-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",0,20.0,1112.3125,,High
"House For Sale In Imadol, Lalitpur","Opposite of Green Hill city, Imadol, Lalitpur",Lalitpur,22500000,6,3,2.5,1,South,2076.0,903,0-3-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Sq. Feet,4 months ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",0,20.0,1197.875,,High
"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","Golfutar, Budhanilkantha, Golfutar, Kathmandu",Kathmandu,35000000,4,4,2.0,2,East,2074.0,2.4K,0-7-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",1,20.0,2395.75,,Premium
"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu","Mandikatar Height Near Hams Hospital, Mandikatar, Kathmandu",Kathmandu,60000000,5,4,2.0,2,East,2074.0,756,0-14-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,4791.5,,Premium
"Attractive 11 Anna House For Sale At Dhumbarahi, Inside Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Inside Ring Road, Dhumbarahi, Kathmandu",Kathmandu,75000000,0,4,2.0,0,East,2074.0,357,0-11-0-0 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet']",1,18.0,3764.75,,Premium
"House For Sale In Basundhara, Kathmandu","Basundhara, Shree Tol, Basundhara, Kathmandu",Kathmandu,36500000,4,3,2.0,1,East,2076.0,359,0-5-0-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet']",0,15.0,1711.25,,Premium
"5 Anna Fully Furnished Bungalow For Sale At Hattigauda, Very Near Highway. : House For Sale In Hattigauda, Kathmandu","Hattigauda, Near Highway, Hattigauda, Kathmandu",Kathmandu,37500000,4,3,2.0,1,South East,2074.0,1.6K,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Internet', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup']",1,15.0,1711.25,,Premium
"8, 9 And 10 Anna Plot Of Land For Sale At Budhanilkantha Inside Siddhartha Colony. : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Inside Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,3.0,0,East,2074.0,255,"0-8,9,10-0-0 Aana",16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,[],1,16.0,3080.25,,Medium
"16 Anna Land For Sale At Baluwatar Near Alice Restaurant. : Land For Sale In Baluwatar, Kathmandu","Baluwatar Near Alice Restaurant, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,3.0,0,East,2074.0,261,1-0-0-0 Ropani,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,[],1,15.0,5476.0,,Medium
"3.1 Anna Brand New House For Sale At Greenland Tokha Near Grande : House For Sale In Tokha, Kathmandu","Greenland Tokha Near Grande, Tokha, Kathmandu",Kathmandu,25000000,4,3,2.0,1,East,2076.0,221,0-3.1-0-0 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Aana,4 months ago,"['Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",0,12.0,1060.9750000000001,,High
"2 Modern Bungalows For Sale At Greenland. : House For Sale In Tokha, Kathmandu","Greenland, Tokha, Kathmandu",Kathmandu,38500000,0,4,2.0,3,East,2076.0,306,0-6.5/8-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",0,16.0,0.0,,Premium
"East Facing 6 Anna Land At Rudreshwor, Budhanilkantha, (Road - 20 Ft.) : Land For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, (road - 20 Ft.), Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,3.0,0,South East,2074.0,135,0-6-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,[],1,20.0,2053.5,,Medium
"Brand New House For Sale At Bhangal, Budhanilkantha In 20 Feet Road. : House For Sale In Budhanilkantha, Kathmandu","Bhangal sangyukta buspark , budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,24000000,4,3,2.0,1,East,2076.0,198,0-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",0,14.0,1369.0,,High
"4.75 Brand New Attractive House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu","Basundhara, Shree Tol, Basundhara, Kathmandu",Kathmandu,35500000,4,3,3.0,1,East,2076.0,151,0-4.75-0-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",0,15.0,1625.6875,,Premium
"CLassical Durbar Style 1 Ropani Bungalow For Sale At Chapali : House For Sale In Chapali, Kathmandu","Chapali, Chapali, Kathmandu",Kathmandu,110000000,4,4,3.0,0,East,2074.0,436,1-0-0-0 Ropani,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Washing Machine', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,5476.0,,Premium
"5 Anna New House For Sale At Bishalnagar, (1 Floor Underground) : House For Sale In Hadigaun, Kathmandu","Bishalnagar, Hadigaun, Kathmandu",Kathmandu,55000000,4,3,3.0,2,East,2074.0,125,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Deck', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Parking', 'Electricity Backup', 'Internet', 'Kids Playground']",1,15.0,1711.25,,Premium
"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35500000,4,4,2.0,2,East,2074.0,297,0-5.5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,15.0,1882.375,,Premium
"5 BHK Attractive Semi Bungalow For Sale At Baniyatar, Tokha : House For Sale In Tokha, Kathmandu","Baniyatar, Tokha, Tokha, Kathmandu",Kathmandu,29500000,4,3,2.0,1,East,2076.0,110,0-4-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",0,13.0,1369.0,,Premium
"8.2 Anna Full Furnished Bungalow For Sale At Pasikot, Budhanilkantha : House For Sale In Pasikot, Kathmandu","Pasikot, Budhanilkantha, Highway bata 800 meter west., Pasikot, Kathmandu",Kathmandu,49500000,0,4,2.0,3,East,2074.0,290,0-8.2--0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,2806.45,,Premium
"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk , Colony Bhitra, Sukedhara, Kathmandu",Kathmandu,95000000,0,4,2.0,0,East,2074.0,390,0-17.3-0- Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,15.0,5920.925,,Premium
"4.5 Anna Attractive Brand New House For Sale At Jyotinagar, Baluwakhani : House For Sale In Kapan, Kathmandu","Jyotinagar, Baluwakhani, Kapan, Kathmandu",Kathmandu,28000000,4,3,2.0,2,South East,2076.0,275,0-4.5-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet']",0,14.0,1540.125,,Premium
"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,3.0,3,East,2074.0,151,0-7-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,2395.75,,Premium
"Magnificent 21 Anna Bungalow For Sale Pasikot, 800 Meters From Main Highway : House For Sale In Pasikot, Kathmandu","Pasikot, 800 M From Main Highway, Pasikot, Kathmandu",Kathmandu,80000000,0,4,3.0,0,East,2074.0,132,0-21-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,7187.25,,Premium
"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,35000000,4,4,2.0,2,East,2074.0,305,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,2500 Sq. Feet,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,15.0,1711.25,2500.0,Premium
"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu","Location: Kathmandu > Chapali (Budhanilkantha), Chapali, Kathmandu",Kathmandu,57500000,4,4,2.0,4,South East,2074.0,118,0-12-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,4107.0,,Premium
"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, 150 Mtr From Ring Road., Dhumbarahi, Kathmandu",Kathmandu,300000000,4,4,3.0,0,East,2074.0,737,0-52-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,20.0,17797.0,,Premium
"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu","Hepali Height, Golfutar., Golfutar, Kathmandu",Kathmandu,55000000,4,4,2.0,3,South East,2074.0,232,0-9-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,20.0,3080.25,,Premium
"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu","Maharajgunj In Above 20 Feet Road., Maharajgunj, Kathmandu",Kathmandu,67500000,4,4,3.0,4,South East,2074.0,247,0-9-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,20.0,3080.25,,Premium
"8 Anna Bungalow For Sale At Maharajgunj Just Behind Australian Embassy : House For Sale In Maharajgunj, Kathmandu","Maharajgunj Just Behind Australian Embassy, Maharajgunj, Kathmandu",Kathmandu,55000000,4,3,2.0,3,South East,2074.0,253,0-8-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,14.0,2738.0,,Premium
"Brand New House For Sale At Samakhusi, Only 150 Meters From Ring Road. : House For Sale In Samakhusi, Kathmandu","Samakhusi, Only 150 Meters From Ring Road, Samakhusi, Kathmandu",Kathmandu,35000000,6,3,2.0,2,East,2076.0,210,0-5-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",0,15.0,1711.25,,Premium
"6 Anna 5 Bhk House For Sale At Budhanilkantha, 100 Mtrs From Main Road : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, 100 Mtrs From Main Road, Budhanilkantha, Kathmandu",Kathmandu,36000000,5,4,2.0,2,North East,2074.0,197,0-6-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Cafeteria', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,15.0,2053.5,,Premium
"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu","Kapan Height, Kapan, Kathmandu",Kathmandu,26000000,4,3,2.0,2,North East,2076.0,177,0-4-0-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Internet', 'Kids Playground']",0,14.0,1369.0,,High
"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu","Golfutar, Hepali Height, Golfutar, Kathmandu",Kathmandu,47500000,5,4,2.0,3,South East,2074.0,1K,0-9-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Aana,4 months ago,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",1,16.0,3080.25,,Premium
"Kapan Height Small Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,18200000,5,5,3.0,1,East,2076.0,298,3.2 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Aana,4 months ago,"['Parking', 'Drainage', 'Water Supply', 'Water Tank']",0,13.0,1095.2,,High
"Beautiful : House For Rent In Bishal Nagar, Kathmandu","Bishal Basti, Bishal Nagar, Kathmandu",Kathmandu,200000,13,5,3.5,1,North,2074.0,1.6K,0-10-0-0 Aana,16 Feet / Paved,16 Feet , Paved,7000 Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",1,16.0,3422.5,2395750.0,Low
"Kapan Height Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,26000000,6,5,3.0,1,East,2076.0,494,4 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Parking', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",0,14.0,1369.0,,High
"Swayambhu Thulobharyang Home : House For Sale In Swayambhu, Kathmandu","Na, Swayambhu, Kathmandu",Kathmandu,39000000,5,5,3.0,2,East,2070.0,495,7 Aana,14 Feet / Paved,14 Feet , Paved,N/A Aana,4 months ago,"['Garage', 'Garden', 'Water Supply', 'Drainage', 'Store Room', 'Parking']",0,14.0,2395.75,,Premium
"Sitapaila Thapachwok Land On Sale : Land For Sale In Sitapaila, Kathmandu","thapachowk, Sitapaila, Kathmandu",Kathmandu,2300000,0,0,3.0,0,East,2074.0,526,5.1 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,N/A Aana,4 months ago,[],1,12.0,1745.475,,Medium
"Bungalow On Rent At Mandikatar, Dhumbharai : House For Rent In Mandikatar, Kathmandu","Mandikhatar, Mandikatar, Kathmandu",Kathmandu,120000,4,4,2.0,1,West,2074.0,605,8 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,6 Aana,4 months ago,"['Garage', 'Garden', 'Balcony', 'Store Room']",1,14.0,2738.0,2053.5,Low
"Hattigauda New Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3.0,2,North West,2076.0,300,5.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,4 months ago,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Internet']",0,13.0,1882.375,,Premium
"Basundhara Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,39900000,5,6,3.0,2,East,2069.0,147,7 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Aana,4 months ago,"['Water Supply', 'Drainage', 'Solar Water', 'Water Tank']",0,14.0,2395.75,,Premium
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,18000000,3,2,4.0,1,East,2074.0,9.3K,1259 Sq. Feet,0 Feet,0 Feet,Unknown,1259 Sq. Feet,4 months ago,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']",1,0.0,1259.0,1259.0,High
